2,120,160,-1,16,16,   8,   8,   8,   8
2,120,160,-1,16,16,  24,   8,  24,   8
2,120,160,-1,16,16,  40,   8,  40,   8
2,120,160, 1,16,16,  40,   8,  40,   8
2,120,160,-1,16,16,  56,   8,  56,   8
2,120,160, 1,16,16,  56,   8,  56,   8
2,120,160,-1,16,16,  72,   8,  72,   8
2,120,160, 1,16,16,  72,   8,  72,   8
2,120,160,-1,16,16,  88,   8,  88,   8
2,120,160, 1,16,16,  88,   8,  88,   8
2,120,160,-1,16,16, 104,   8, 104,   8
2,120,160, 1,16,16, 104,   8, 104,   8
2,120,160,-1,16,16, 120,   8, 120,   8
2,120,160, 1,16,16, 120,   8, 120,   8
2,120,160,-1,16,16, 136,   8, 136,   8
2,120,160, 1,16,16, 136,   8, 136,   8
2,120,160,-1,16,16, 152,   8, 152,   8
2,120,160, 1,16,16, 152,   8, 152,   8
2,120,160,-1,16,16,   8,  24,   8,  24
2,120,160,-1,16,16,  24,  24,  24,  24
2,120,160, 1,16,16,  24,  24,  24,  24
2,120,160,-1,16,16,  40,  24,  40,  24
2,120,160,-1,16,16,  56,  24,  56,  24
2,120,160, 1,16,16,  56,  24,  56,  24
2,120,160,-1,16,16,  72,  24,  72,  24
2,120,160, 1,16,16,  72,  24,  72,  24
2,120,160,-1,16,16,  88,  24,  88,  24
2,120,160, 1,16,16,  88,  24,  88,  24
2,120,160,-1,16,16, 104,  24, 104,  24
2,120,160, 1,16,16, 104,  24, 104,  24
2,120,160,-1,16,16, 120,  24, 120,  24
2,120,160, 1,16,16, 120,  24, 120,  24
2,120,160,-1,16,16, 136,  24, 136,  24
2,120,160, 1,16,16, 136,  24, 136,  24
2,120,160,-1,16,16, 152,  24, 152,  24
2,120,160, 1,16,16, 152,  24, 152,  24
2,120,160,-1,16,16,   8,  40,   8,  40
2,120,160, 1,16,16,   8,  40,   8,  40
2,120,160,-1,16,16,  24,  40,  24,  40
2,120,160, 1,16,16,  24,  40,  24,  40
2,120,160,-1,16,16,  40,  40,  40,  40
2,120,160, 1,16,16,  40,  40,  40,  40
2,120,160,-1,16,16,  56,  40,  56,  40
2,120,160, 1,16,16,  56,  40,  56,  40
2,120,160,-1,16,16,  72,  40,  72,  40
2,120,160, 1,16,16,  72,  40,  72,  40
2,120,160,-1,16,16,  88,  40,  88,  40
2,120,160, 1,16,16,  88,  40,  88,  40
2,120,160,-1,16,16, 104,  40, 104,  40
2,120,160, 1,16,16, 104,  40, 104,  40
2,120,160,-1,16,16, 120,  40, 120,  40
2,120,160, 1,16,16, 120,  40, 120,  40
2,120,160,-1,16,16, 136,  40, 136,  40
2,120,160, 1,16,16, 136,  40, 136,  40
2,120,160, 1,16,16, 152,  40, 152,  40
2,120,160,-1,16,16,   8,  56,   8,  56
2,120,160,-1,16,16,  24,  56,  24,  56
2,120,160,-1,16,16,  40,  56,  40,  56
2,120,160,-1,16,16,  56,  56,  56,  56
2,120,160, 1,16,16,  56,  56,  56,  56
2,120,160,-1,16,16,  72,  56,  72,  56
2,120,160, 1,16,16,  72,  56,  72,  56
2,120,160,-1,16,16,  88,  56,  88,  56
2,120,160, 1,16,16,  88,  56,  88,  56
2,120,160,-1,16,16, 104,  56, 104,  56
2,120,160,-1,16,16, 120,  56, 120,  56
2,120,160, 1,16,16, 120,  56, 120,  56
2,120,160,-1,16,16, 136,  56, 136,  56
2,120,160, 1,16,16, 136,  56, 136,  56
2,120,160,-1,16,16, 152,  56, 152,  56
2,120,160, 1,16,16, 152,  56, 152,  56
2,120,160,-1,16,16,   8,  72,   8,  72
2,120,160, 1,16,16,   8,  72,   8,  72
2,120,160,-1,16,16,  24,  72,  24,  72
2,120,160, 1,16,16,  24,  72,  24,  72
2,120,160,-1,16,16,  40,  72,  40,  72
2,120,160, 1,16,16,  40,  72,  40,  72
2,120,160,-1,16,16,  56,  72,  56,  72
2,120,160,-1,16,16,  72,  72,  72,  72
2,120,160, 1,16,16,  72,  72,  72,  72
2,120,160,-1,16,16,  88,  72,  88,  72
2,120,160, 1,16,16, 104,  72, 104,  72
2,120,160,-1,16,16, 120,  72, 120,  72
2,120,160, 1,16,16, 120,  72, 120,  72
2,120,160,-1,16,16, 136,  72, 136,  72
2,120,160, 1,16,16, 136,  72, 136,  72
2,120,160,-1,16,16, 152,  72, 152,  72
2,120,160, 1,16,16, 152,  72, 152,  72
2,120,160,-1,16,16,   8,  88,   8,  88
2,120,160, 1,16,16,   8,  88,   8,  88
2,120,160,-1,16,16,  24,  88,  24,  88
2,120,160, 1,16,16,  26,  88,  24,  88
2,120,160,-1,16,16,  40,  88,  40,  88
2,120,160, 1,16,16,  40,  88,  40,  88
2,120,160,-1,16,16,  56,  88,  56,  88
2,120,160, 1,16,16,  56,  88,  56,  88
2,120,160,-1,16,16,  72,  88,  72,  88
2,120,160, 1,16,16,  72,  88,  72,  88
2,120,160,-1,16,16,  88,  88,  88,  88
2,120,160, 1,16,16, 104,  88, 104,  88
2,120,160, 1,16,16, 120,  88, 120,  88
2,120,160, 1,16,16, 136,  88, 136,  88
2,120,160,-1,16,16, 152,  88, 152,  88
2,120,160, 1,16,16,   8, 104,   8, 104
